FIPS,Province_State,Combined_Key,Lat,Long_,Population,METRO,pop500,CASTHMA,HIGHCHOL,DIABETES,OBESITY,CANCER,STROKE,MHLTH,CSMOKING,CHOLSCREEN,ACCESS2,CHD,CHECKUP,KIDNEY,BINGE,LPA,ARTHRITIS,BPMED,PHLTH,BPHIGH,COPD,nhosp,nhosp999,totalbeds,estbeds,popage65_older%2018,popblack%2018,pophispanic%2018
06067,California,"Sacramento, California, US",38.45106826,-121.34253740000001,1552058,"Citrus Heights, Elk Grove, Folsom, Sacramento",774976,11.3,32.8,10.4,24.7,8.1,2.0,11.3,21.3,73.2,19.9,1.4,69.8,3.1,16.3,31.2,26.0,70.2,16.8,34.7,7.6,12.0,1.0,3659.0,3876.0,14.1,9.9,23.4
06019,California,"Fresno, California, US",36.75733899,-119.6466953,999101,"Clovis, Fresno",590296,9.9,31.2,8.9,37.5,4.2,2.7,20.4,12.4,84.9,6.7,6.9,61.6,2.3,14.1,14.9,13.5,60.3,8.3,32.5,4.4,13.0,1.0,2035.0,2252.0,12.2,4.6,53.5
06019,California,"Fresno, California, US",36.75733899,-119.6466953,999101,"Clovis, Fresno",590296,9.9,31.2,8.9,37.5,4.2,2.7,20.4,12.4,84.9,6.7,6.9,61.6,2.3,14.1,14.9,13.5,60.3,8.3,32.5,4.4,13.0,1.0,2035.0,2252.0,12.2,4.6,53.5
25025,Massachusetts,"Suffolk, Massachusetts, US",42.3279514,-71.07850442,803907,Boston,617594,11.4,30.1,11.7,17.5,8.1,1.9,16.3,15.9,84.9,12.0,5.1,66.4,2.3,15.6,12.6,26.1,23.7,10.5,15.5,8.4,16.0,1.0,4983.0,5191.0,12.0,21.8,23.4
25025,Massachusetts,"Suffolk, Massachusetts, US",42.327951399999996,-71.07850442,803907,Boston,617594,11.4,30.1,11.7,17.5,8.1,1.9,16.3,15.9,84.9,12.0,5.1,66.4,2.3,15.6,12.6,26.1,23.7,10.5,15.5,8.4,16.0,1.0,4983.0,5191.0,12.0,21.8,23.4
22017,Louisiana,"Caddo, Louisiana, US",32.57991587,-93.88375652,240204,Shreveport,196609,10.0,35.3,13.8,41.5,6.0,4.1,16.4,22.8,79.2,15.6,7.3,75.9,3.6,16.3,35.1,26.8,77.1,17.4,42.5,8.6,9.0,3.0,1900.0,2308.0,17.1,49.3,2.9
22017,Louisiana,"Caddo, Louisiana, US",32.57991587,-93.88375652,240204,Shreveport,196609,10.0,35.3,13.8,41.5,6.0,4.1,16.4,22.8,79.2,15.6,7.3,75.9,3.6,16.3,35.1,26.8,77.1,17.4,42.5,8.6,9.0,3.0,1900.0,2308.0,17.1,49.3,2.9
24510,Maryland,"Baltimore City, Maryland, US",39.30211911,-76.61151012,593490,Baltimore,620961,11.7,32.7,15.8,41.2,5.5,4.1,15.8,13.9,67.7,12.9,5.2,76.3,3.5,18.1,46.9,10.3,76.8,13.4,34.5,8.6,16.0,2.0,4505.0,4905.0,14.0,61.7,5.5
24510,Maryland,"Baltimore City, Maryland, US",39.30211911,-76.61151012,593490,Baltimore,620961,11.7,32.7,15.8,41.2,5.5,4.1,15.8,13.9,67.7,12.9,5.2,76.3,3.5,18.1,46.9,10.3,76.8,13.4,34.5,8.6,16.0,2.0,4505.0,4905.0,14.0,61.7,5.5
25023,Massachusetts,"Plymouth, Massachusetts, US",41.94070556,-70.80802823,521202,Brockton,93810,13.0,33.6,11.4,34.4,6.5,3.7,16.4,23.8,79.6,12.0,5.9,78.1,3.3,17.3,32.1,27.3,75.2,15.8,32.6,8.1,5.0,1.0,650.0,858.0,18.1,10.0,4.1
25023,Massachusetts,"Plymouth, Massachusetts, US",41.94070556,-70.80802823,521202,Brockton,93810,13.0,33.6,11.4,34.4,6.5,3.7,16.4,23.8,79.6,12.0,5.9,78.1,3.3,17.3,32.1,27.3,75.2,15.8,32.6,8.1,5.0,1.0,650.0,858.0,18.1,10.0,4.1
23005,Maine,"Cumberland, Maine, US",43.8370751,-70.37226999,295003,Portland,66194,10.1,30.6,7.3,22.9,6.5,2.4,12.6,14.2,78.8,12.6,4.9,65.5,2.5,20.1,19.2,21.4,68.1,10.2,25.9,5.5,6.0,0.0,1069.0,1069.0,18.4,3.1,2.1
23005,Maine,"Cumberland, Maine, US",43.8370751,-70.37226999,295003,Portland,66194,10.1,30.6,7.3,22.9,6.5,2.4,12.6,14.2,78.8,12.6,4.9,65.5,2.5,20.1,19.2,21.4,68.1,10.2,25.9,5.5,6.0,0.0,1069.0,1069.0,18.4,3.1,2.1
22015,Louisiana,"Bossier, Louisiana, US",32.67932307,-93.60460152,127039,Shreveport,2702,8.8,21.9,5.4,27.1,2.8,1.5,16.0,20.3,69.4,13.9,2.4,65.2,1.7,24.8,26.0,12.9,57.1,9.7,22.3,4.1,1.0,0.0,134.0,134.0,13.9,23.4,6.8
22015,Louisiana,"Bossier, Louisiana, US",32.67932307,-93.60460152,127039,Shreveport,2702,8.8,21.9,5.4,27.1,2.8,1.5,16.0,20.3,69.4,13.9,2.4,65.2,1.7,24.8,26.0,12.9,57.1,9.7,22.3,4.1,1.0,0.0,134.0,134.0,13.9,23.4,6.8
35043,New Mexico,"Sandoval, New Mexico, US",35.68862401,-106.8687803,146748,Rio Rancho,87391,9.6,28.8,8.2,27.3,5.7,2.5,13.2,17.1,78.7,12.3,4.4,59.5,2.8,18.7,20.3,16.1,66.6,12.3,24.8,5.6,2.0,0.0,271.0,271.0,17.7,2.6,39.4
35043,New Mexico,"Sandoval, New Mexico, US",35.68862401,-106.86878030000001,146748,Rio Rancho,87391,9.6,28.8,8.2,27.3,5.7,2.5,13.2,17.1,78.7,12.3,4.4,59.5,2.8,18.7,20.3,16.1,66.6,12.3,24.8,5.6,2.0,0.0,271.0,271.0,17.7,2.6,39.4
34007,New Jersey,"Camden, New Jersey, US",39.80343818,-74.96388753,506471,Camden,77344,11.0,31.5,16.7,44.1,4.2,3.9,20.0,27.2,77.1,28.3,6.3,73.8,3.6,14.7,43.1,21.3,71.1,17.9,37.2,7.6,8.0,1.0,1870.0,2135.0,15.6,20.2,17.2
34007,New Jersey,"Camden, New Jersey, US",39.80343818,-74.96388753,506471,Camden,77344,11.0,31.5,16.7,44.1,4.2,3.9,20.0,27.2,77.1,28.3,6.3,73.8,3.6,14.7,43.1,21.3,71.1,17.9,37.2,7.6,8.0,1.0,1870.0,2135.0,15.6,20.2,17.2
06065,California,"Riverside, California, US",33.74314981,-115.9933578,2470546,"Indio, Murrieta, Riverside, Corona, Hemet, Moreno Valley, Menifee, Perris, Temecula",1153771,8.3,26.0,7.7,23.1,13.1,1.8,16.1,13.1,91.8,14.9,3.2,62.6,2.2,23.7,31.8,16.2,64.7,13.9,17.3,4.6,21.0,0.0,3761.0,3761.0,14.4,6.5,49.6
06065,California,"Riverside, California, US",33.74314981,-115.9933578,2470546,"Indio, Murrieta, Riverside, Corona, Hemet, Moreno Valley, Menifee, Perris, Temecula",1153771,8.3,26.0,7.7,23.1,13.1,1.8,16.1,13.1,91.8,14.9,3.2,62.6,2.2,23.7,31.8,16.2,64.7,13.9,17.3,4.6,21.0,0.0,3761.0,3761.0,14.4,6.5,49.6
27137,Minnesota,"St. Louis, Minnesota, US",47.6048407,-92.46879855,199070,Duluth,86265,8.6,27.6,7.4,26.3,7.0,2.7,12.3,17.1,74.8,10.5,5.4,65.6,2.8,23.0,24.6,21.8,75.0,10.3,26.4,4.8,8.0,0.0,1125.0,1125.0,19.3,1.3,1.8
27137,Minnesota,"St. Louis, Minnesota, US",47.604840700000004,-92.46879855,199070,Duluth,86265,8.6,27.6,7.4,26.3,7.0,2.7,12.3,17.1,74.8,10.5,5.4,65.6,2.8,23.0,24.6,21.8,75.0,10.3,26.4,4.8,8.0,0.0,1125.0,1125.0,19.3,1.3,1.8
26049,Michigan,"Genesee, Michigan, US",43.02244215,-83.70589709,405813,Flint,102434,13.3,35.9,16.4,49.0,5.9,5.4,20.1,28.6,77.7,17.0,8.5,76.2,4.5,14.5,37.3,34.2,75.0,19.3,44.2,11.2,3.0,0.0,1143.0,1143.0,17.5,19.9,3.5
26049,Michigan,"Genesee, Michigan, US",43.02244215,-83.70589709,405813,Flint,102434,13.3,35.9,16.4,49.0,5.9,5.4,20.1,28.6,77.7,17.0,8.5,76.2,4.5,14.5,37.3,34.2,75.0,19.3,44.2,11.2,3.0,0.0,1143.0,1143.0,17.5,19.9,3.5
26125,Michigan,"Oakland, Michigan, US",42.66090111,-83.38595416,1257584,"Southfield, Troy, Farmington Hills, Rochester Hills",303454,8.7,23.9,7.4,38.3,7.4,1.8,10.3,19.4,87.3,7.5,5.5,74.1,2.7,17.8,20.5,26.6,78.1,8.7,29.4,5.7,15.0,0.0,4375.0,4375.0,16.8,13.9,4.2
26125,Michigan,"Oakland, Michigan, US",42.66090111,-83.38595416,1257584,"Southfield, Troy, Farmington Hills, Rochester Hills",303454,8.7,23.9,7.4,38.3,7.4,1.8,10.3,19.4,87.3,7.5,5.5,74.1,2.7,17.8,20.5,26.6,78.1,8.7,29.4,5.7,15.0,0.0,4375.0,4375.0,16.8,13.9,4.2
27053,Minnesota,"Hennepin, Minnesota, US",45.00761521,-93.47694895,1265843,"Minneapolis, Bloomington, Brooklyn Park, Plymouth",611828,7.7,26.6,6.5,24.4,5.4,2.3,9.9,14.8,78.3,10.8,4.1,68.4,2.3,22.7,21.0,15.9,70.2,8.3,22.7,3.8,11.0,1.0,4628.0,4819.0,14.0,13.4,7.0
27053,Minnesota,"Hennepin, Minnesota, US",45.00761521,-93.47694895,1265843,"Minneapolis, Bloomington, Brooklyn Park, Plymouth",611828,7.7,26.6,6.5,24.4,5.4,2.3,9.9,14.8,78.3,10.8,4.1,68.4,2.3,22.7,21.0,15.9,70.2,8.3,22.7,3.8,11.0,1.0,4628.0,4819.0,14.0,13.4,7.0
26099,Michigan,"Macomb, Michigan, US",42.69158356,-82.92752801,873972,"Warren, Sterling Heights",263755,9.5,32.0,15.5,32.8,10.7,3.5,22.1,18.2,84.8,7.4,6.2,71.9,4.1,17.6,25.7,26.5,70.9,12.9,34.9,6.2,5.0,1.0,1272.0,1496.0,17.0,12.1,2.7
26099,Michigan,"Macomb, Michigan, US",42.69158356,-82.92752801,873972,"Warren, Sterling Heights",263755,9.5,32.0,15.5,32.8,10.7,3.5,22.1,18.2,84.8,7.4,6.2,71.9,4.1,17.6,25.7,26.5,70.9,12.9,34.9,6.2,5.0,1.0,1272.0,1496.0,17.0,12.1,2.7
26065,Michigan,"Ingham, Michigan, US",42.59716886,-84.37472069,292406,Lansing,109563,11.6,32.5,11.5,37.0,5.5,3.4,18.0,23.7,78.0,13.9,7.6,69.7,3.2,19.1,29.7,27.0,73.4,15.8,32.7,8.2,4.0,0.0,1063.0,1063.0,13.6,11.7,7.9
26065,Michigan,"Ingham, Michigan, US",42.59716886,-84.37472069,292406,Lansing,109563,11.6,32.5,11.5,37.0,5.5,3.4,18.0,23.7,78.0,13.9,7.6,69.7,3.2,19.1,29.7,27.0,73.4,15.8,32.7,8.2,4.0,0.0,1063.0,1063.0,13.6,11.7,7.9
26081,Michigan,"Kent, Michigan, US",43.03197711,-85.54934642,656955,"Grand Rapids, Wyoming",260165,13.9,29.5,8.1,24.9,3.9,3.3,20.4,23.5,78.0,8.5,5.9,66.8,2.9,21.5,41.7,29.7,71.9,19.4,23.3,9.9,5.0,0.0,1753.0,1753.0,13.7,9.6,10.7
26081,Michigan,"Kent, Michigan, US",43.03197711,-85.54934642,656955,"Grand Rapids, Wyoming",260165,13.9,29.5,8.1,24.9,3.9,3.3,20.4,23.5,78.0,8.5,5.9,66.8,2.9,21.5,41.7,29.7,71.9,19.4,23.3,9.9,5.0,0.0,1753.0,1753.0,13.7,9.6,10.7
26077,Michigan,"Kalamazoo, Michigan, US",42.24542231,-85.53038622,265066,Kalamazoo,74262,11.4,30.2,8.4,31.3,5.2,2.6,19.0,21.4,75.8,12.2,5.1,68.2,2.6,22.0,25.8,24.0,70.2,12.3,27.5,6.6,2.0,0.0,821.0,821.0,15.0,10.4,5.0
26077,Michigan,"Kalamazoo, Michigan, US",42.24542231,-85.53038622,265066,Kalamazoo,74262,11.4,30.2,8.4,31.3,5.2,2.6,19.0,21.4,75.8,12.2,5.1,68.2,2.6,22.0,25.8,24.0,70.2,12.3,27.5,6.6,2.0,0.0,821.0,821.0,15.0,10.4,5.0
26045,Michigan,"Eaton, Michigan, US",42.59599185,-84.83740035,110268,Lansing,4734,12.2,30.5,12.8,41.7,5.0,3.7,16.7,23.5,78.1,14.3,6.0,74.1,3.4,16.3,31.4,26.7,73.9,14.6,36.5,7.6,2.0,0.0,45.0,45.0,18.5,6.4,5.5
26045,Michigan,"Eaton, Michigan, US",42.59599185,-84.83740035,110268,Lansing,4734,12.2,30.5,12.8,41.7,5.0,3.7,16.7,23.5,78.1,14.3,6.0,74.1,3.4,16.3,31.4,26.7,73.9,14.6,36.5,7.6,2.0,0.0,45.0,45.0,18.5,6.4,5.5
29095,Missouri,"Jackson, Missouri, US",39.01002188,-94.34724536,703011,"""Lees Summit"", Independence, Kansas City",508776,11.9,28.6,3.7,29.1,10.7,6.1,10.0,33.6,74.0,33.4,1.9,67.2,2.2,12.7,39.7,19.2,61.1,20.0,24.1,12.1,15.0,0.0,3850.0,3850.0,15.0,23.3,9.1
29095,Missouri,"Jackson, Missouri, US",39.01002188,-94.34724536,703011,"""Lees Summit"", Independence, Kansas City",508776,11.9,28.6,3.7,29.1,10.7,6.1,10.0,33.6,74.0,33.4,1.9,67.2,2.2,12.7,39.7,19.2,61.1,20.0,24.1,12.1,15.0,0.0,3850.0,3850.0,15.0,23.3,9.1
27109,Minnesota,"Olmsted, Minnesota, US",44.00374114,-92.40209944,158293,Rochester,106769,7.6,28.8,7.6,30.1,6.4,2.3,9.5,13.3,78.4,9.2,4.7,63.4,2.5,18.7,23.8,18.1,74.0,8.9,24.0,4.3,3.0,0.0,2120.0,2120.0,15.5,6.4,5.0
27109,Minnesota,"Olmsted, Minnesota, US",44.00374114,-92.40209944,158293,Rochester,106769,7.6,28.8,7.6,30.1,6.4,2.3,9.5,13.3,78.4,9.2,4.7,63.4,2.5,18.7,23.8,18.1,74.0,8.9,24.0,4.3,3.0,0.0,2120.0,2120.0,15.5,6.4,5.0
29510,Missouri,"St. Louis City, Missouri, US",38.63555736,-90.24349225,300576,St. Louis,319294,10.6,33.1,11.5,35.5,5.6,3.8,15.7,24.3,77.2,19.1,6.3,72.5,3.3,19.5,31.8,25.0,74.0,15.0,32.8,8.4,10.0,1.0,3904.0,4102.0,13.8,45.4,4.1
29510,Missouri,"St. Louis City, Missouri, US",38.63555736,-90.24349225,300576,St. Louis,319294,10.6,33.1,11.5,35.5,5.6,3.8,15.7,24.3,77.2,19.1,6.3,72.5,3.3,19.5,31.8,25.0,74.0,15.0,32.8,8.4,10.0,1.0,3904.0,4102.0,13.8,45.4,4.1
29021,Missouri,"Buchanan, Missouri, US",39.65816401,-94.80138942,87364,St. Joseph,76780,10.1,33.7,10.3,34.6,6.6,3.5,15.8,25.1,74.5,16.7,6.9,71.5,3.0,17.6,33.8,27.9,75.2,16.1,30.9,9.4,1.0,0.0,352.0,352.0,17.0,5.3,6.9
29021,Missouri,"Buchanan, Missouri, US",39.65816401,-94.80138942,87364,St. Joseph,76780,10.1,33.7,10.3,34.6,6.6,3.5,15.8,25.1,74.5,16.7,6.9,71.5,3.0,17.6,33.8,27.9,75.2,16.1,30.9,9.4,1.0,0.0,352.0,352.0,17.0,5.3,6.9
28047,Mississippi,"Harrison, Mississippi, US",30.51359752,-89.12467576,208080,Gulfport,67793,9.9,35.9,11.5,35.1,5.9,3.4,15.2,23.7,78.8,19.2,6.8,69.0,3.0,16.0,29.7,27.6,77.6,14.1,37.6,7.1,4.0,1.0,773.0,915.0,15.0,25.5,5.6
28047,Mississippi,"Harrison, Mississippi, US",30.51359752,-89.12467576,208080,Gulfport,67793,9.9,35.9,11.5,35.1,5.9,3.4,15.2,23.7,78.8,19.2,6.8,69.0,3.0,16.0,29.7,27.6,77.6,14.1,37.6,7.1,4.0,1.0,773.0,915.0,15.0,25.5,5.6
28049,Mississippi,"Hinds, Mississippi, US",32.2656285,-90.44435448,231840,Jackson,172891,11.9,33.7,13.9,41.1,5.1,4.3,17.1,23.5,80.7,23.0,6.1,72.7,3.6,12.0,37.8,23.1,77.7,16.6,41.9,7.3,5.0,1.0,2225.0,2367.0,14.0,73.2,1.6
28049,Mississippi,"Hinds, Mississippi, US",32.2656285,-90.44435448,231840,Jackson,172891,11.9,33.7,13.9,41.1,5.1,4.3,17.1,23.5,80.7,23.0,6.1,72.7,3.6,12.0,37.8,23.1,77.7,16.6,41.9,7.3,5.0,1.0,2225.0,2367.0,14.0,73.2,1.6
29047,Missouri,"Clay, Missouri, US",39.31132056,-94.41850862,249948,Kansas City,113415,8.9,33.3,8.1,35.6,5.8,2.6,12.6,17.6,77.9,12.1,5.2,67.7,2.4,20.9,25.0,23.8,72.6,11.8,28.5,6.5,4.0,0.0,846.0,846.0,14.1,6.6,7.0
29047,Missouri,"Clay, Missouri, US",39.31132056,-94.41850862,249948,Kansas City,113415,8.9,33.3,8.1,35.6,5.8,2.6,12.6,17.6,77.9,12.1,5.2,67.7,2.4,20.9,25.0,23.8,72.6,11.8,28.5,6.5,4.0,0.0,846.0,846.0,14.1,6.6,7.0
29019,Missouri,"Boone, Missouri, US",38.99186229,-92.30723575,180463,Columbia,108500,9.6,28.2,7.4,27.3,5.0,2.2,14.2,17.9,74.2,14.1,4.5,69.0,2.3,22.7,24.5,19.4,70.7,10.1,24.4,5.3,5.0,2.0,560.0,957.0,12.2,9.1,3.5
29019,Missouri,"Boone, Missouri, US",38.99186229,-92.30723575,180463,Columbia,108500,9.6,28.2,7.4,27.3,5.0,2.2,14.2,17.9,74.2,14.1,4.5,69.0,2.3,22.7,24.5,19.4,70.7,10.1,24.4,5.3,5.0,2.0,560.0,957.0,12.2,9.1,3.5
27123,Minnesota,"Ramsey, Minnesota, US",45.01625271,-93.09872295,550321,St. Paul,285068,8.4,27.1,8.4,28.5,5.3,2.8,12.7,18.5,73.6,13.8,4.9,67.6,2.8,19.8,29.6,16.9,72.0,10.9,24.3,4.7,5.0,0.0,1847.0,1847.0,14.4,12.0,7.6
27123,Minnesota,"Ramsey, Minnesota, US",45.01625271,-93.09872295,550321,St. Paul,285068,8.4,27.1,8.4,28.5,5.3,2.8,12.7,18.5,73.6,13.8,4.9,67.6,2.8,19.8,29.6,16.9,72.0,10.9,24.3,4.7,5.0,0.0,1847.0,1847.0,14.4,12.0,7.6
29183,Missouri,"St. Charles, Missouri, US",38.77875681,-90.66662425,402022,"""OFallon""",79329,8.7,31.3,7.1,30.1,6.1,2.2,12.3,19.1,79.8,12.3,4.3,68.5,2.2,21.7,23.6,21.5,72.1,10.8,26.3,5.8,5.0,0.0,715.0,715.0,15.0,4.9,3.4
29183,Missouri,"St. Charles, Missouri, US",38.77875681,-90.66662425,402022,"""OFallon""",79329,8.7,31.3,7.1,30.1,6.1,2.2,12.3,19.1,79.8,12.3,4.3,68.5,2.2,21.7,23.6,21.5,72.1,10.8,26.3,5.8,5.0,0.0,715.0,715.0,15.0,4.9,3.4
29165,Missouri,"Platte, Missouri, US",39.38154439,-94.77068479,104418,Kansas City,43676,8.8,31.0,8.1,28.9,6.2,2.6,11.8,18.5,80.2,11.6,5.0,70.5,2.1,19.4,24.5,21.7,73.8,10.9,26.4,4.6,1.0,0.0,97.0,97.0,14.6,7.2,6.2
29165,Missouri,"Platte, Missouri, US",39.38154439,-94.77068479,104418,Kansas City,43676,8.8,31.0,8.1,28.9,6.2,2.6,11.8,18.5,80.2,11.6,5.0,70.5,2.1,19.4,24.5,21.7,73.8,10.9,26.4,4.6,1.0,0.0,97.0,97.0,14.6,7.2,6.2
29037,Missouri,"Cass, Missouri, US",38.64789422,-94.353399,105780,"Kansas City, ""Lees Summit""",2114,8.5,37.6,9.4,33.3,8.6,2.9,10.5,14.9,85.3,9.6,6.4,73.2,2.7,18.3,23.1,29.7,78.8,11.4,32.6,6.8,2.0,0.0,106.0,106.0,17.1,3.9,4.5
29037,Missouri,"Cass, Missouri, US",38.64789422,-94.353399,105780,"Kansas City, ""Lees Summit""",2114,8.5,37.6,9.4,33.3,8.6,2.9,10.5,14.9,85.3,9.6,6.4,73.2,2.7,18.3,23.1,29.7,78.8,11.4,32.6,6.8,2.0,0.0,106.0,106.0,17.1,3.9,4.5
28121,Mississippi,"Rankin, Mississippi, US",32.26469147,-89.94537876,155271,Jackson,1,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,3.0,0.0,326.0,326.0,15.2,21.3,2.8
28121,Mississippi,"Rankin, Mississippi, US",32.26469147,-89.94537876,155271,Jackson,1,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,3.0,0.0,326.0,326.0,15.2,21.3,2.8
28089,Mississippi,"Madison, Mississippi, US",32.63389156,-90.03513564,106272,Jackson,622,13.1,11.1,3.0,30.7,1.0,0.9,18.2,14.4,64.9,20.4,0.9,73.2,1.3,16.6,24.1,5.8,35.1,7.1,17.3,2.2,2.0,0.0,134.0,134.0,13.0,37.9,3.1
28089,Mississippi,"Madison, Mississippi, US",32.63389156,-90.03513564,106272,Jackson,622,13.1,11.1,3.0,30.7,1.0,0.9,18.2,14.4,64.9,20.4,0.9,73.2,1.3,16.6,24.1,5.8,35.1,7.1,17.3,2.2,2.0,0.0,134.0,134.0,13.0,37.9,3.1
06085,California,"Santa Clara, California, US",37.23104908,-121.6970462,1927852,"Milpitas, San Jose, Santa Clara, Mountain View, Sunnyvale",1343347,5.9,26.8,6.5,13.9,3.7,1.5,8.1,6.6,75.7,5.3,4.7,58.1,2.7,11.9,13.2,20.6,43.5,11.5,20.8,6.1,14.0,1.0,3760.0,3977.0,13.5,2.6,25.3
06085,California,"Santa Clara, California, US",37.23104908,-121.6970462,1927852,"Milpitas, San Jose, Santa Clara, Mountain View, Sunnyvale",1343347,5.9,26.8,6.5,13.9,3.7,1.5,8.1,6.6,75.7,5.3,4.7,58.1,2.7,11.9,13.2,20.6,43.5,11.5,20.8,6.1,14.0,1.0,3760.0,3977.0,13.5,2.6,25.3
06055,California,"Napa, California, US",38.50735751,-122.332839,137744,Napa,76915,9.1,31.2,8.9,26.2,6.6,2.7,12.7,13.5,80.8,12.6,5.3,64.3,2.9,19.5,20.5,20.7,69.3,11.7,27.6,5.6,2.0,0.0,362.0,362.0,19.2,1.6,34.5
06055,California,"Napa, California, US",38.50735751,-122.33283899999999,137744,Napa,76915,9.1,31.2,8.9,26.2,6.6,2.7,12.7,13.5,80.8,12.6,5.3,64.3,2.9,19.5,20.5,20.7,69.3,11.7,27.6,5.6,2.0,0.0,362.0,362.0,19.2,1.6,34.5
31055,Nebraska,"Douglas, Nebraska, US",41.29518299,-96.15085305,571327,Omaha,408958,9.0,23.9,24.1,24.5,5.9,1.9,19.1,11.0,69.5,18.2,8.6,60.5,4.2,23.9,20.8,5.6,83.0,7.7,22.2,8.4,9.0,1.0,2479.0,2641.0,13.0,10.9,12.8
31055,Nebraska,"Douglas, Nebraska, US",41.29518299,-96.15085305,571327,Omaha,408958,9.0,23.9,24.1,24.5,5.9,1.9,19.1,11.0,69.5,18.2,8.6,60.5,4.2,23.9,20.8,5.6,83.0,7.7,22.2,8.4,9.0,1.0,2479.0,2641.0,13.0,10.9,12.8
30063,Montana,"Missoula, Montana, US",47.03728583,-113.9213508,119600,Missoula,66788,9.3,26.6,5.9,22.2,5.7,2.3,12.8,16.5,65.1,10.6,4.6,58.7,2.4,25.2,22.3,20.3,68.6,10.5,22.9,4.9,2.0,0.0,404.0,404.0,15.4,0.7,3.3
30063,Montana,"Missoula, Montana, US",47.03728583,-113.92135079999998,119600,Missoula,66788,9.3,26.6,5.9,22.2,5.7,2.3,12.8,16.5,65.1,10.6,4.6,58.7,2.4,25.2,22.3,20.3,68.6,10.5,22.9,4.9,2.0,0.0,404.0,404.0,15.4,0.7,3.3
31109,Nebraska,"Lancaster, Nebraska, US",40.78416049,-96.68777155,319090,Lincoln,258379,7.7,30.1,8.3,29.5,5.6,2.5,10.7,14.6,76.0,7.5,2.0,62.6,3.0,24.3,14.7,20.6,80.8,8.3,17.9,2.8,5.0,0.0,984.0,984.0,13.8,3.9,7.2
31109,Nebraska,"Lancaster, Nebraska, US",40.78416049,-96.68777155,319090,Lincoln,258379,7.7,30.1,8.3,29.5,5.6,2.5,10.7,14.6,76.0,7.5,2.0,62.6,3.0,24.3,14.7,20.6,80.8,8.3,17.9,2.8,5.0,0.0,984.0,984.0,13.8,3.9,7.2
29077,Missouri,"Greene, Missouri, US",37.2575872,-93.34230916,293086,Springfield,159496,9.8,34.9,10.2,31.2,6.6,3.5,16.4,22.6,74.9,16.5,7.2,65.9,3.2,17.8,31.0,25.5,75.1,14.9,30.8,8.8,4.0,0.0,1042.0,1042.0,16.5,3.0,3.9
29077,Missouri,"Greene, Missouri, US",37.2575872,-93.34230916,293086,Springfield,159496,9.8,34.9,10.2,31.2,6.6,3.5,16.4,22.6,74.9,16.5,7.2,65.9,3.2,17.8,31.0,25.5,75.1,14.9,30.8,8.8,4.0,0.0,1042.0,1042.0,16.5,3.0,3.9
30111,Montana,"Yellowstone, Montana, US",45.93955949,-108.2691486,161300,Billings,104170,9.4,29.7,7.6,25.8,6.7,2.9,12.6,17.5,73.0,11.8,5.5,65.1,2.9,23.2,25.1,21.9,71.0,12.0,25.2,6.0,2.0,0.0,590.0,590.0,17.0,0.5,5.8
30111,Montana,"Yellowstone, Montana, US",45.93955949,-108.26914860000001,161300,Billings,104170,9.4,29.7,7.6,25.8,6.7,2.9,12.6,17.5,73.0,11.8,5.5,65.1,2.9,23.2,25.1,21.9,71.0,12.0,25.2,6.0,2.0,0.0,590.0,590.0,17.0,0.5,5.8
29043,Missouri,"Christian, Missouri, US",36.9711783,-93.18537118,88595,Springfield,2,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,0.0,0.0,0.0,0.0,15.4,2.2,3.0
29043,Missouri,"Christian, Missouri, US",36.9711783,-93.18537118,88595,Springfield,2,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,0.0,0.0,0.0,0.0,15.4,2.2,3.0
06081,California,"San Mateo, California, US",37.4228808,-122.3275546,766573,"Redwood City, Daly City, San Mateo",275145,8.9,29.1,11.7,27.1,6.7,2.5,9.6,14.7,86.3,10.1,4.9,68.2,2.9,19.2,22.5,19.1,73.3,9.4,26.8,3.9,11.0,1.0,1781.0,1998.0,16.1,2.1,24.3
06081,California,"San Mateo, California, US",37.422880799999994,-122.32755459999998,766573,"Redwood City, Daly City, San Mateo",275145,8.9,29.1,11.7,27.1,6.7,2.5,9.6,14.7,86.3,10.1,4.9,68.2,2.9,19.2,22.5,19.1,73.3,9.4,26.8,3.9,11.0,1.0,1781.0,1998.0,16.1,2.1,24.3
06053,California,"Monterey, California, US",36.21862405,-121.2413397,434061,Salinas,150441,9.2,29.6,10.6,27.0,4.2,2.7,15.5,16.8,73.8,23.8,4.8,61.2,3.2,17.7,26.9,15.9,62.8,14.5,25.8,5.4,4.0,0.0,793.0,793.0,13.7,2.7,59.1
